问题,类别
尊敬的董秘您好！请问截止9月30日贵司股东人数是多少？什么时候发三季度业绩预报？感谢您的回复,股东与股权变动
请问，截至2022年10月10日，公司的股东数是多少？谢谢,股东与股权变动
请问，截至2022年10月10日，公司的股东数是多少？谢谢,股东与股权变动
公司股价持续下跌，业绩也不稳定，主营业务也看不到希望，请问如何看待目前股价和业绩的低迷表现，有没有实质性的措施维护股价稳定和业绩可持续增长？,公司基本状况
请问，截至2022年9月30日，公司的股东数是多少？谢谢,股东与股权变动
根据最新的三季度经营报告显示，新集的电力销售金额已经超过煤炭，根据上市公司分类指引，新集是否可以申请电力行业归属,生产经营情况
您好，请问，贵公司截止7月29日股东人数是多少？谢谢！,股东与股权变动
您好，请问，贵公司截止10月10日股东人数是多少？谢谢！,股东与股权变动
请问，截至2022年10月10日，公司的股东数是多少？谢谢,股东与股权变动
贵公司的爱众新能源充电桩业务还在开展吗？合资单位储能业务、空气源热泵业务还有吗？能否详细介绍？,公司基本状况
凤凰网是个劣迹斑斑的媒体，涉嫌协助诈骗，多年来为凤凰卫视集团虚假宣传、引流欺诈七万多忠实粉丝过百亿，事后甩锅切责。吴小莉等人宣传金融产品，事后不赔偿道歉。中信银行旗下的百信银行监管失责，已被舆论推上风尖浪口！很多企业都中止了与它们合作！请问贵公司是否与凤凰网、凤凰卫视、吴小莉等合作？,公司基本状况
请问，截至2022年9月30日，公司的股东数是多少？谢谢,股东与股权变动
尊敬的董秘:请问公司的产品在航母上有应用吗?,公司基本状况
请问，截至2022年10月10日，公司的股东数是多少？谢谢,股东与股权变动
请问，截至2022年9月20日，公司的股东数是多少？谢谢,股东与股权变动
请问，截至2022年9月30日，公司的股东数是多少？谢谢,股东与股权变动
请问，截至2022年9月30日，公司的股东数是多少？谢谢,股东与股权变动
上市公司向投资者分配产品已有先例，咱公司可否向股东们分配酱酒或葡萄酒？（这样既可以让股东们积极推广产品，尤其是目前这经济大环境下个更值得提倡）,公司基本状况
请问，截至2022年10月10日，公司的股东数是多少？谢谢,股东与股权变动
看到新实控人作为宿迁人经常参加宿迁北京商会活动的报道，投资者们强烈建议利用多项资源引入著名战略投资者来做强做优做大：比如引入宿迁所在地的洋河、宿迁著名乡贤，还有业务合作伙伴贵州后备上市酒企习酒、金酱酒业等，请问能把投资者们的呼吁和建议带给公司董事长吗？,股东与股权变动
董秘好！贵公司6月底就股权转让上报国务院国有资产监督管理委员会审批，至今已过去3个多月，请问审批过程还顺利吗？,股东与股权变动
董秘您好，请问公司的硅氧负极产品是配套4680电池的吗？硅氧负极产品是否已完成批量出货？,公司基本状况
请问随着沙钢集团变成大股东，我们好奇一件事，公司未来是否和沙钢集团其它钢厂组建铁矿石、煤炭等联合采购可能性，未来沙钢集团对公司定位是？希望沙钢股份入驻，可以给公司带来更多资源 ，谢谢,生产经营情况
三季度以来，公司股价已经创股灾以来新低，11月份美联储如果继续加息，公司股价大概率继续大幅度回调，考虑到国有企业回购决策流程长且繁琐。如果公司没有回购股票，维护市场信心，公司股价可能跌到历史最低？请问公司目前有准备回购前期工作吗？以应对美联储加息公司股价暴跌等不时之需？,股东与股权变动
董秘您好，请问截止10月20日收盘的股东人数，谢谢，祝工作顺利！,股东与股权变动
董秘好，请问贵司截止到10月20日收盘，股东总户数是多少？望回复，感谢！,股东与股权变动
请问，截至2022年10月20日，公司的股东数是多少？谢谢,股东与股权变动
请问，截至2022年10月20日，公司的股东数是多少？谢谢,股东与股权变动
董秘您好，请问截止10月20日收盘的股东人数，谢谢，祝工作顺利！,股东与股权变动
360做安全，但是安全是个无止境的事情，再安全都可能出事，公司是否对客户有安全保险制度匹配，也就是万一客户使用了360的安全服务仍然出了问题，有保险可以对客户理赔，从而更好的增强客户的安全感和获得感？,生产经营情况
贵司的大股东齐信志成股票质押了多少，是否达到强制平仓线？强制平仓后是否会变更实控人？贵司是否有纯回购计划防止强制平仓变更实控人？,股东与股权变动
请问，截至2022年10月20日，公司的股东数是多少？谢谢,股东与股权变动
请问，截至2022年10月20日，公司的股东数是多少？谢谢,股东与股权变动
上海万象汽车集团有限公司大股东已变更为公司新晋大股东陈伟先生，后续大股东陈伟先生是否有把万象汽车资产注入上市公司计划？,生产经营情况
截至到2022年10月20日贵公司的股东人数是多少？..,股东与股权变动
请问，截至2022年10月20日，公司的股东数是多少？谢谢,股东与股权变动
请问公司2022年10月20日股东户数多少户？,股东与股权变动
董秘好，请问贵司截止到10月20日收盘，股东总户数是多少？望回复，感谢！,股东与股权变动
您好，请问，贵公司截止10月20日股东人数是多少？谢谢！,股东与股权变动
2022卡塔尔世界杯临近，请问贵公司有无转转播计划？,生产经营情况
众所周知，垃圾焚烧过程中会产生大量的二恶英气体，它不仅具有致癌性，还具有生殖毒性、内分泌毒性和免疫抑制作用！公司作为垃圾焚烧发电领域龙头企业目前的焚烧技术能解决这个问题吗？,生产经营情况
请问，截至2022年10月20日，公司的股东数是多少？谢谢,股东与股权变动
贵公司宣称将聚焦广电5G建设，请问贵公司有何方案和计划？,生产经营情况
贵公司位于杭州钱塘区的20亿颗半导体器件项目，计划于23年6月建成fab厂房，请问这个厂房主要制造的产品为哪些？,公司基本状况
贵公司业务范围新增了射频产品，请问这个5G射频？是蓝牙射频？还是具体哪一类的射频产品。主要是做哪一环节的工艺？,公司基本状况
您好，请问，贵公司截止10月20日股东人数是多少？谢谢！,股东与股权变动
董秘好，请问贵司截止到10月20日收盘，股东总户数是多少？望回复，感谢！,股东与股权变动
请问集团以及上市公司目前在储能领域有哪些业务，未来是否会向储能领域延伸？谢谢!,公司基本状况
公司股价创二年多新低，请问公司是否存在重大的经营问题，对于市值萎缩和股价长期低迷有何评判？排除地域黑之外，公司股价长期低迷引发投资者的强烈不满，公司产品是否具备科技含量？是否适应现代经济发展的需要？是否存在退市的可能性？,公司基本状况
人民币贬值对公司有多少利好？公司的对外采购有多少？和公司的对外销售有多少差额？cmnn,生产经营情况
尊敬董秘你好，我是贵公司的小股东，请问一下贵公司的双酚A有量产吗？年产能是多少？,生产经营情况
董秘好，公司全资子公司天津水泥工业设计研究院--基于工业互联网平台的建材工业全生命周期数字化管理应用，被工信部评选为2022年建材工业智能制造数字转型典型案例，该案例的应用前景及对主营是否有实质性提升？,公司基本状况
贵公司董秘及领导层，你们好！近期国内疫情多点散发，贵公司是否可以主动作为，积极向国家表达抗疫决心？是否可以积极作为，向社会传达贵公司药品的优越性？是否可以勇于践行公司经营理念，汇报股东？是否也可以真正做一次称重机？,生产经营情况
