请问2021年9月30日公司最新的股东人数和机构持股情况，谢谢	您好，请告诉我2021年9月30日该公司最新股东数量和机构持股情况。谢谢。	1
您好，公司在答复投资者有关全年业绩预测数据提问时，多次强调2021年数据请关注公司2021年年报。请问上述表达是否可以理解为公司2021年全年经营业绩和财务状况不存在按规定需要预告的情形，投资者只需直接关注公司2021年年报?谢谢！	您好，在回答投资者对年度业绩预测数据的提问时，公司多次强调2021年数据要关注公司2021年年报。请问上述表述能否理解为公司2021年年度经营业绩和财务状况无需提前公布？投资者直接关注公司2021年年报就可以了吗？谢谢。	1
董秘您好，请问截止4月8日收盘的股东人数，谢谢，祝工作顺利！	董秘你好。我想问一下4月8日收盘价的股东人数。谢谢。我希望工作的一切都顺利。	1
贵公司的产品远销国外，质量良好，外国疫情比较严重，对消毒湿巾需求是否大幅提升？	贵公司产品远销海外，质量好，国外疫情比较严重，消毒湿纸巾的需求大增了吗？	1
氢能源已提升为国家战略，公司产品在氢能源领域有哪些应用？谢谢	氢能被提升为国家战略。该公司的产品在氢能领域有哪些应用？谢谢你，谢谢	1
董秘您好，请问截止12月20日，公司股东人数是多少？	董秘，您好，到12月20日，公司股东人数是多少？	1
公司是做智慧医疗方面的龙头，请问有没有开发一些APP之类 让体验一下，谢谢	该公司是智能医疗领域的领军人物。你开发过体验型应用程序吗？谢谢。	1
7月24日的回复中，公司告知“向大型的央企、国企、前50强等客户倾斜，并且有明显成效，同时前五大客户占比继续向下改善”，但是公司连续两年没有得到万科A级供应商，公司前五大客户占比向下，是公司主动调整还是满意度下降后客户专门降低呀？公司今年在前五大客户中的口碑如何？	该公司在7月24日的回复中通报，“向大型央企、国企、50强等客户倾斜，取得明显成效，而前五大客户占比持续提升”，但公司连续两年未拿到万科A级供应商，而且公司前五大客户占比下降，是公司主动调整了，还是客户满意度下降后具体下降了？在今年排名前五的客户中，该公司的声誉如何？	1
您好，请问截止7月20日，公司的股东户数是多少？谢谢，麻烦您了！	请问到7月20日，公司股东户数是多少？谢谢给您添麻烦了。	1
请问公司为抗新冠疫情，重点研发的项目“一种高浓度次氯酸防疫消毒产品成套技术及装置集成研发项目”，什么时候可以量产呢？	为防范新冠肺炎流行，公司重点研发项目“高浓度次氯酸盐防疫消毒产品配套技术与设备”何时量产？	1
小米公司是公司的客户吗？小米现在要造车了，而公司目前的新能源车配件也在拓展期，公司有可能利用之前和小米公司良好的合作关系，将公司新能源汽车配件打入小米汽车？对公司来说，之前老客户介入汽车行业，对公司相关产品有可能带来拉动吗？	小米是该公司的客户吗？小米现在造车，公司目前的新能源汽车零部件也处于扩张期，公司是否有可能利用与小米的良好关系，将公司的新能源汽车零部件放入小米汽车？对公司来说，在老客户涉足汽车行业之前，有没有可能给公司的相关产品带来拉动？	1
您好，请问公司是否有支持汽车黑匣子和行车记录仪的技术和产品？理论上来讲汽车中控平台是应该有能力发展兼容汽车黑匣子的技术，请问公司目前有什么发展计划？	请问公司有支持车载黑匣子和行车记录仪的技术和产品吗？从理论上讲，汽车中控平台应该能够开发兼容的汽车黑匣子技术。那家公司目前的发展计划是什么？	1
你好，请问贵公司是否有从事“镁”这一方面的生产。	请问贵公司从事镁生产吗？	1
请问董秘：截止12月15日股东人数多少？今年效益相比有增长吗？	董秘：截至12月15日的股东人数是多少？今年的效率提高了吗？	1
公司产品应用场景有哪些？难道主要只是用于科研院所研发使用？那如果这样的话，公司产品的市场需求也太小太单一了！	该公司的产品有哪些应用场景？它主要用于科研院所的研发吗？如果是这样的话，市场对该公司产品的需求太小，太单一了！	1
尊敬董秘您好，请及时回答一下关于升级扩产项目，部分设备已在投入增加产能，请问今年四季度比去年四季度的产能预计能增加百分之多少？明年完全达产后的产能，又比往年没有升级扩产时侯的产能增加百分之多少？	尊敬的董秘，你好。请及时回答扩展项目的升级。一些设备投入了生产能力的提高。预计今年第四季度产能将比去年第四季度增加多少？明年全面达产后，与往年未升级扩容时相比，产能将增加多少？	1
贵公司在光伏、芯片及半导体领域是否已经立项？目前进展如何？相关专利有哪些？	贵公司是否在太阳能发电、芯片和半导体领域设立了项目？到目前为止进展如何？有什么相关专利？	1
据了解，贵公司与深圳市标准技术研究院以及小米、OPPO、vivo、华为、联想等共同制定了智能穿戴设备等产品的检测标准。请问智能穿戴产品是否包括无线耳机、VR眼镜等？	据了解，贵公司与深圳市标准技术研究院和小米、OPPO、vivo、华为、联想等产品共同制定了智能穿戴设备测试标准。智能可穿戴产品是否包括无线耳机、VR眼镜等？	1
请问公司产品是否应用在消费电子产品领域?	该公司的产品用于消费电子领域吗？	1
请问公司近期新冠防控相关的订单是否有所增加	你能告诉我最近关于预防控制新冠肺炎的订单增加了吗？	1
请问华为、小米、oppo是否使用贵公司产品？	华为、小米和OPPO用你们的产品吗？	1
请问公司2022年有向市场推出什么新产品吗？	该公司将在2022年向市场推出哪些新产品？	1
公司的NFT技术有哪些应用场景，可以应用于元宇宙吗？	该公司的NFT技术在梅德巴斯的应用场景中有哪些可以应用？	1
请问：公司4季度新接订单情况是否符合预期？	请问公司在第四季度收到的新订单是否符合预期？	1
请问贵公司电子级化工产品有哪些？占产品总收入比例多少？	贵公司的电子级化学制品有哪些？产品占总收入的比例是多少？	1
请问公司车用尿素产能多少？目前多少价格？	该公司的汽车尿素生产能力是多少？现在的价格是多少？	1
请问公司募投项目进展如何，何时投产。	请问公司的筹款项目是怎样的？什么时候开工？	1
根据公司文件显示，2020 年度，公司自制供应占比 48.14%、OEM 供应占比 35.48%、集约化采购占比 16.38%。请问董秘，公司侧重哪一方面，未来哪一方面的占比会提升？集约化采购的模式如何保证供应商的成品质量，成为供应商是否有较为严格的审核？	公司文件显示，2020年，公司自制交付48.14%，门牌交付35.48%，集约化采购16.38%。董秘，公司专注于哪方面，将来哪方面的份额会增加呢？集约化采购模式如何保证供应商成品质量？对供应商有更严格的审核吗？	1
尊敬的董秘，公司8英寸硅片生产线早在年初已经打通，如果公司的产品质量可靠，送样、验证、下单不至于这么长的时间还没有任何批量订单产生，请问：公司所说的“产品已进入客户认证流程，进展顺利”体现在哪里？	亲爱的董秘，该公司8英寸硅片生产线年初开工。如果公司产品质量可靠，在样品交付、验证、订单发送上花费这么长时间就不会产生任何大量订单。请问该公司所谓的“产品已列入客户认证程序，进展顺利”在哪里？	1
网上说贵公司只有翼龙1和翼龙2两个型号的无人机，而且贵公司没有研发新型号的能力，全部靠大股东转让，是否属实？请明白回复。另外，公司半年报不理想，是否成长性不足？三季报和年报，公司有能力预盈预增吗？在手订单有多少？	网上称，你的公司只有翼龙一号和翼龙二号两种无人机。而且你的公司没有能力开发新模式，都是大股东转让的东西。这是真的吗？请理解并回复。此外，公司半年报并不理想，但缺乏成长性吗？第三季报、年报、公司是否有能力上调盈利预期？你手头有多少订单？	1
公司是中国唯一一家获得CRRT型体外循环血路产品注册的公司。请问公司参与制订的国家标准，包括CRRT体外循环血路吗？	该公司是接受CRRT体外循环产品注册的中国唯一一家公司。公司是否参与制定包括CRRT体外循环在内的国家标准？	1
